Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
441,Jordan Goodwin,26,LAL,PG,8,0,135,5.6,10.7,0.525,1.3,4.3,0.313,4.3,6.4,0.667,0.588,0.5,0.8,0.667,3.2,4.8,8,2.1,2.7,0.5,1.6,3.2,13.1,NA
442,Colby Jones,22,SAC,SG,24,0,130,3,7.2,0.423,1.1,2.8,0.4,1.9,4.4,0.438,0.5,0,0,NA,2.2,4.2,6.4,1.9,1.7,1.9,1.9,3.6,7.2,NA
443,Cam Spencer,24,MEM,SG,12,0,127,3.7,8.8,0.419,1.4,4.5,0.313,2.3,4.3,0.533,0.5,3.1,3.1,1,1.4,3.4,4.8,4.5,0.9,0.3,1.4,3.4,11.9,NA
444,Lonnie Walker IV,26,PHI,SG,7,0,127,4.5,13.6,0.333,3.1,9.4,0.333,1.4,4.3,0.333,0.448,0.9,0.9,1,0.6,4,4.5,2.6,0.9,0.9,2,1.7,13,NA
445,Kobe Bufkin,21,ATL,SG,10,0,124,5.2,13.6,0.383,1.2,5.5,0.211,4.1,8.1,0.5,0.426,3.8,5.2,0.722,1.5,4.6,6.1,4.9,0.9,0.6,2.3,2.6,15.4,NA
446,De'Anthony Melton,26,GSW,SG,6,2,121,6.5,16.1,0.407,3.9,10.4,0.371,2.7,5.7,0.474,0.528,1.5,2.4,0.625,1.8,4.2,6,5.1,2.1,0.6,3,5.4,18.4,NA
447,Baylor Scheierman,24,BOS,SG,16,0,119,2.7,10.3,0.265,1.2,6.7,0.182,1.5,3.6,0.417,0.324,1.5,1.8,0.833,1.2,5.7,7,3,1.2,0,0.3,2.1,8.2,NA
448,Moses Brown,25,2TM,C,13,2,119,10.3,14.8,0.694,0,0,NA,10.3,14.8,0.694,0.694,2.4,3.3,0.727,3.6,9.7,13.3,0.6,1.8,1.2,3.3,5.1,23,NA
448,Moses Brown,25,IND,C,9,0,46,10.2,15.7,0.65,0,0,NA,10.2,15.7,0.65,0.65,2.3,3.9,0.6,3.1,7,10.2,0,1.6,0.8,4.7,4.7,22.7,NA
448,Moses Brown,25,DAL,C,4,2,73,10.4,14.3,0.724,0,0,NA,10.4,14.3,0.724,0.724,2.5,3,0.833,3.9,11.3,15.3,1,2,1.5,2.5,5.4,23.2,NA
449,Joe Ingles,37,MIN,SF,17,0,108,2,6.7,0.3,1,4.3,0.231,1,2.3,0.429,0.375,0,0,NA,0.7,3,3.7,7.3,0.7,0,2.7,3.3,5,NA
450,Branden Carlson,25,OKC,C,19,0,107,6.4,13.1,0.487,4.7,10.4,0.452,1.7,2.7,0.625,0.667,0.7,0.7,1,1.7,7.1,8.7,2,0.7,2,1,4,18.2,NA
451,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,6.1,11.8,0.515,3.9,7.5,0.524,2.1,4.3,0.5,0.682,0.7,1.4,0.5,1.8,6.1,7.8,0.7,1.1,0.7,1.8,1.8,16.8,NA
452,Damion Lee,32,PHO,SG,16,0,101,6.1,18.5,0.327,1.8,9.3,0.192,4.3,9.3,0.462,0.375,5.7,6.1,0.941,0.7,4.3,5,2.9,1.4,0,2.5,1.8,19.6,NA
453,Oscar Tshiebwe,25,UTA,C,7,0,100,5.4,8.3,0.652,0,0,NA,5.4,8.3,0.652,0.652,3.2,4.3,0.75,5.8,13,18.7,1.1,2.2,0,0.7,5,14,NA
454,Adam Flagler,25,OKC,SG,24,0,95,4.9,21.2,0.232,3,17.1,0.178,1.9,4.2,0.455,0.304,0,0,NA,1.1,1.9,3,0,1.9,0.8,0.4,3.4,12.9,NA
455,Pacome Dadiet,19,NYK,SG,14,0,95,3.4,10.2,0.333,2.3,6.4,0.353,1.1,3.8,0.3,0.444,0.8,1.1,0.667,0,5.3,5.3,1.9,1.1,0.8,0.8,1.9,9.9,NA
456,TyTy Washington Jr.,23,PHO,PG,10,0,93,4.3,13.9,0.306,1.2,7,0.167,3.1,7,0.444,0.347,1.2,1.5,0.75,1.5,3.1,4.6,4.6,1.2,0,1.2,1.2,10.8,NA
457,Jae Crowder,34,SAC,PF,7,2,92,2.3,6.7,0.353,1.2,4.7,0.25,1.2,2,0.6,0.441,2,2.3,0.833,2.3,4.3,6.7,1.6,1.2,0,1.6,3.9,7.8,NA
458,Collin Gillespie,25,PHO,PG,13,0,84,7.7,13.7,0.563,2.6,5.1,0.5,5.1,8.6,0.6,0.656,2.6,3,0.857,2.1,3.4,5.6,6.4,1.3,0.9,1.3,3.9,20.6,NA
459,Isaiah Jackson,23,IND,C,5,1,84,6,9.9,0.609,0,0,NA,6,9.9,0.609,0.609,3,6,0.5,4.7,7.3,12,2.1,1.3,3.4,2.1,6,15,NA
460,Trey Alexander,21,DEN,SG,18,0,79,3.2,10.9,0.292,0.9,4.6,0.2,2.3,6.4,0.357,0.333,0.9,0.9,1,0,4.1,4.1,3.2,0.5,0.5,1.4,3.6,8.2,NA
461,Tyler Smith,20,MIL,PF,16,0,79,7.7,15.9,0.486,3.6,9.1,0.4,4.1,6.8,0.6,0.6,0.9,1.8,0.5,1.8,7.3,9.1,1.8,0.9,1.4,2.7,3.6,20.1,NA
462,Bronny James,20,LAL,SG,18,0,76,3.8,14.7,0.258,1.4,7.1,0.2,2.4,7.6,0.313,0.306,2.8,4.3,0.667,0.5,3.3,3.8,3.8,1.9,0.9,2.8,2.8,11.8,NA
463,Alex Ducas,24,OKC,SG,17,0,76,3.8,10.4,0.364,3.3,7.6,0.438,0.5,2.8,0.167,0.523,0,0,NA,2.4,4.7,7.1,0.9,0.9,0,1.4,3.3,10.9,NA
464,Taylor Hendricks,21,UTA,PF,3,3,75,1.9,8.6,0.222,1.4,5.8,0.25,0.5,2.9,0.167,0.306,1.4,1.9,0.75,2.4,4.8,7.2,1,2.4,1.9,1,3.8,6.7,NA
465,Chris Duarte,27,CHI,SG,17,0,74,5.8,12.6,0.462,2.9,7.3,0.4,2.9,5.4,0.545,0.577,2.9,3.9,0.75,2.4,7.3,9.7,4.4,0,0,0.5,3.4,17.5,NA
466,AJ Johnson,20,2TM,SG,11,0,74,5.8,13.6,0.429,1.9,4.9,0.4,3.9,8.8,0.444,0.5,1,1.5,0.667,0,4.4,4.4,5.8,1,0,2.4,2.4,14.6,NA
466,AJ Johnson,20,MIL,SG,7,0,44,6.5,15.5,0.421,2.5,4.1,0.6,4.1,11.5,0.357,0.5,0.8,1.6,0.5,0,5.7,5.7,5.7,0.8,0,3.3,0,16.4,NA
466,AJ Johnson,20,WAS,SG,4,0,30,4.8,10.8,0.444,1.2,6,0.2,3.6,4.8,0.75,0.5,1.2,1.2,1,0,2.4,2.4,6,1.2,0,1.2,6,12,NA
467,Jeenathan Williams,25,HOU,SG,10,0,69,7.8,16.7,0.469,1.6,6.3,0.25,6.3,10.4,0.6,0.516,1.6,2.1,0.75,0.5,2.6,3.1,2.1,2.1,1.6,4.2,4.2,18.8,NA
468,Matt Ryan,27,NYK,SF,19,0,68,5.3,16.4,0.323,3.2,10.1,0.316,2.1,6.4,0.333,0.419,1.1,1.1,1,0,4.2,4.2,1.6,1.1,0,1.6,0.5,14.8,NA
469,Pete Nance,24,PHI,C,7,0,68,2.6,7.9,0.333,2.1,6.4,0.333,0.5,1.6,0.333,0.467,0.5,1.1,0.5,1.1,4.2,5.3,1.6,0.5,0,0,5.3,7.9,NA
470,Armel Traoré,22,LAL,SF,9,0,67,3.2,10.2,0.316,0,3.8,0,3.2,6.4,0.5,0.316,1.1,3.8,0.286,1.1,7,8.1,0.5,2.1,1.1,1.6,3.2,7.5,NA
471,Kylor Kelley,27,DAL,C,8,1,67,5.4,7,0.769,0,0,NA,5.4,7,0.769,0.769,2.1,3.2,0.667,4.3,7,11.3,1.1,0,1.1,0.5,4.3,12.9,NA
472,Garrett Temple,38,TOR,SG,17,0,66,1.6,8.2,0.2,0.5,3.8,0.143,1.1,4.4,0.25,0.233,2.2,2.2,1,1.1,4.4,5.5,6,3.3,1.1,2.2,3.8,6,NA
473,Chris Livingston,21,MIL,SF,13,1,66,2.7,7.6,0.357,0,2.7,0,2.7,4.9,0.556,0.357,2.7,4.4,0.625,3.8,8.2,12,1.1,2.2,0,2.7,2.7,8.2,NA
474,Stanley Umude,25,MIL,SG,20,0,65,2.2,12.7,0.174,1.1,7.2,0.154,1.1,5.5,0.2,0.217,1.1,2.2,0.5,2.2,6.1,8.3,1.7,1.7,1.7,1.1,3.3,6.6,NA
475,Yuki Kawamura,23,MEM,PG,20,0,63,4.6,12.6,0.364,2.3,9.1,0.25,2.3,3.4,0.667,0.455,2.3,3.4,0.667,0,4,4,8,0.6,0,2.3,4,13.7,NA
476,Markelle Fultz,26,SAC,PG,6,0,62,6.4,12.2,0.524,0.6,1.2,0.5,5.8,11,0.526,0.548,0.6,0.6,1,0.6,2.9,3.5,4.1,2.3,0.6,5.8,2.3,13.9,NA
477,Markieff Morris,35,2TM,PF,10,0,61,4.7,18.9,0.25,3,11.8,0.25,1.8,7.1,0.25,0.328,1.2,1.2,1,0,5.3,5.3,4.1,0.6,0.6,1.8,3,13.6,NA
477,Markieff Morris,35,DAL,PF,7,0,41,4.4,19.3,0.227,1.8,11.4,0.154,2.6,7.9,0.333,0.273,0,0,NA,0,7,7,3.5,0.9,0.9,1.8,1.8,10.5,NA
477,Markieff Morris,35,LAL,PF,3,0,20,5.4,18,0.3,5.4,12.6,0.429,0,5.4,0,0.45,3.6,3.6,1,0,1.8,1.8,5.4,0,0,1.8,5.4,19.8,NA
478,Dariq Whitehead,20,BRK,SF,10,0,59,7.9,16.5,0.481,7.3,14,0.522,0.6,2.4,0.25,0.704,0.6,1.8,0.333,0.6,3.1,3.7,0.6,1.8,0.6,3.7,1.2,23.8,NA
479,Sidy Cissoko,20,2TM,SF,19,0,59,5.5,11,0.5,1.8,4.3,0.429,3.7,6.7,0.545,0.583,0.6,3.7,0.167,1.8,4.3,6.1,3.7,0.6,0,1.8,4.3,13.4,NA
479,Sidy Cissoko,20,SAS,SF,17,0,54,6,12,0.5,2,4.7,0.429,4,7.3,0.545,0.583,0.7,4,0.167,2,4.7,6.7,4,0.7,0,1.3,4,14.7,NA
479,Sidy Cissoko,20,POR,SF,2,0,5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,7.2,7.2,0,NA
480,Jazian Gortman,21,DAL,PG,16,0,57,5.7,14.5,0.391,2.5,6.9,0.364,3.2,7.6,0.417,0.478,1.3,2.5,0.5,0.6,2.5,3.2,3.8,1.3,0.6,3.2,5.7,15.2,NA
481,Liam Robbins,25,MIL,C,13,0,57,1.3,5.1,0.25,0,1.3,0,1.3,3.8,0.333,0.25,3.2,6.3,0.5,4.4,3.2,7.6,1.3,1.3,1.3,3.8,5.7,5.7,NA
482,Keshad Johnson,23,MIA,SF,10,0,57,4.4,7.6,0.583,0.6,2.5,0.25,3.8,5.1,0.75,0.625,0.6,3.8,0.167,1.3,9.5,10.7,1.9,0.6,2.5,1.9,3.2,10.1,NA
483,A.J. Lawson,24,TOR,SG,7,0,57,5.7,10.1,0.563,3.2,5.7,0.556,2.5,4.4,0.571,0.719,0.6,1.9,0.333,0.6,3.2,3.8,0.6,0,1.3,0.6,3.2,15.2,NA
484,Luke Travers,23,CLE,SG,9,0,55,2,7.2,0.273,0,2.6,0,2,4.6,0.429,0.273,1.3,1.3,1,3.3,4.6,7.9,3.3,0.7,0.7,3.3,2.6,5.2,NA
485,Mitchell Robinson,26,NYK,C,4,1,54,6,9.3,0.643,0,0,NA,6,9.3,0.643,0.643,2,2,1,6,4.7,10.7,0.7,0.7,0.7,0.7,3.3,14,NA
486,Kevin Knox,25,GSW,SF,7,0,51,7.8,16.9,0.458,2.1,7.8,0.273,5.6,9.2,0.615,0.521,2.1,2.8,0.75,4.2,3.5,7.8,2.8,0.7,2.8,0.7,3.5,19.8,NA
487,Maxwell Lewis,22,2TM,SF,13,0,51,2.8,9.2,0.308,1.4,2.8,0.5,1.4,6.4,0.222,0.385,0,0,NA,2.1,4.9,7.1,2.1,0.7,0,2.1,2.1,7.1,NA
487,Maxwell Lewis,22,LAL,SF,7,0,29,2.5,7.4,0.333,0,0,NA,2.5,7.4,0.333,0.333,0,0,NA,2.5,0,2.5,2.5,1.2,0,2.5,1.2,5,NA
487,Maxwell Lewis,22,BRK,SF,6,0,22,3.3,11.5,0.286,3.3,6.5,0.5,0,4.9,0,0.429,0,0,NA,1.6,11.5,13.1,1.6,0,0,1.6,3.3,9.8,NA
488,Jacob Toppin,24,NYK,SF,16,0,49,2.2,7.3,0.3,0,1.5,0,2.2,5.9,0.375,0.3,0,0,NA,1.5,6.6,8.1,2.9,1.5,0,1.5,2.2,4.4,NA
489,PJ Hall,22,DEN,C,15,0,46,4.7,11,0.429,0,3.9,0,4.7,7,0.667,0.429,2.3,3.1,0.75,3.1,9.4,12.5,2.3,0,1.6,1.6,4.7,11.7,NA
490,Colin Castleton,24,MEM,C,10,0,46,1.6,7.8,0.2,0,3.1,0,1.6,4.7,0.333,0.2,7.8,8.6,0.909,2.3,4.7,7,0,0.8,0.8,0.8,4.7,11,NA
491,Jackson Rowe,28,GSW,PF,5,0,43,5,12.6,0.4,1.7,7.5,0.222,3.3,5,0.667,0.467,1.7,3.3,0.5,0,6.7,6.7,2.5,2.5,0,0.8,3.3,13.4,NA
492,JT Thor,22,CLE,PF,9,0,42,7.7,12.9,0.6,2.6,5.1,0.5,5.1,7.7,0.667,0.7,6,6.9,0.875,2.6,2.6,5.1,0.9,1.7,2.6,5.1,5.1,24,NA
493,JD Davison,22,BOS,PG,9,0,39,2.8,8.3,0.333,1.8,5.5,0.333,0.9,2.8,0.333,0.444,3.7,4.6,0.8,0,2.8,2.8,2.8,1.8,0,5.5,0.9,11.1,NA
494,PJ Dozier,28,MIN,SG,9,0,35,2.1,3.1,0.667,2.1,3.1,0.667,0,0,NA,1,1,6.2,0.167,1,4.1,5.1,5.1,1,0,1,3.1,7.2,NA
495,Mason Jones,26,SAC,SG,7,0,35,9.3,16.5,0.563,1,6.2,0.167,8.2,10.3,0.8,0.594,2.1,3.1,0.667,2.1,6.2,8.2,10.3,0,0,1,3.1,21.6,NA
496,Vlatko Čančar,27,DEN,PF,4,0,34,4.2,7.4,0.571,1.1,2.1,0.5,3.2,5.3,0.6,0.643,0,0,NA,3.2,5.3,8.5,0,0,1.1,2.1,4.2,9.5,NA
497,Jared Rhoden,25,2TM,SG,6,0,34,4.2,14.8,0.286,0,5.3,0,4.2,9.5,0.444,0.286,0,0,NA,2.1,4.2,6.4,2.1,1.1,1.1,1.1,3.2,8.5,NA
497,Jared Rhoden,25,CHO,SG,4,0,12,6,24,0.25,0,6,0,6,18,0.333,0.25,0,0,NA,6,6,12,6,3,0,3,3,12,NA
497,Jared Rhoden,25,TOR,SG,2,0,22,3.3,9.8,0.333,0,4.9,0,3.3,4.9,0.667,0.333,0,0,NA,0,3.3,3.3,0,0,1.6,0,3.3,6.5,NA
498,Spencer Jones,23,DEN,SF,12,0,33,2.2,9.8,0.222,1.1,6.5,0.167,1.1,3.3,0.333,0.278,0,0,NA,2.2,4.4,6.5,0,3.3,0,2.2,5.5,5.5,NA
499,James Johnson,37,IND,PF,11,0,33,4.4,9.8,0.444,0,3.3,0,4.4,6.5,0.667,0.444,0,1.1,0,0,5.5,5.5,4.4,0,2.2,4.4,4.4,8.7,NA
500,E.J. Liddell,24,CHI,PF,7,0,33,5.5,10.9,0.5,3.3,8.7,0.375,2.2,2.2,1,0.65,2.2,2.2,1,1.1,4.4,5.5,3.3,1.1,1.1,2.2,8.7,16.4,NA
501,D.J. Carton,24,TOR,SG,4,0,33,1.1,7.6,0.143,0,3.3,0,1.1,4.4,0.25,0.143,1.1,1.1,1,0,4.4,4.4,3.3,2.2,0,4.4,1.1,3.3,NA
502,Daeqwon Plowden,26,ATL,SG,2,0,33,8.7,10.9,0.8,6.5,8.7,0.75,2.2,2.2,1,1.1,2.2,2.2,1,3.3,2.2,5.5,0,0,0,1.1,5.5,26.2,NA
503,Ulrich Chomche,19,TOR,PF,7,0,32,2.3,5.6,0.4,0,0,NA,2.3,5.6,0.4,0.4,1.1,2.3,0.5,4.5,4.5,9,2.3,0,1.1,2.3,5.6,5.6,NA
504,Cam Christie,19,LAC,SG,6,0,31,4.6,13.9,0.333,2.3,9.3,0.25,2.3,4.6,0.5,0.417,1.2,2.3,0.5,1.2,5.8,7,2.3,2.3,0,2.3,2.3,12.8,NA
505,Josh Christopher,23,MIA,SG,8,0,28,2.6,9,0.286,0,1.3,0,2.6,7.7,0.333,0.286,2.6,5.1,0.5,0,3.9,3.9,5.1,0,1.3,5.1,1.3,7.7,NA
506,Jack McVeigh,28,HOU,PF,7,0,28,6.4,16.7,0.385,5.1,12.9,0.4,1.3,3.9,0.333,0.538,0,0,NA,1.3,3.9,5.1,1.3,0,1.3,1.3,1.3,18,NA
507,Leonard Miller,21,MIN,SF,10,0,27,6.7,18.7,0.357,0,6.7,0,6.7,12,0.556,0.357,10.7,10.7,1,4,10.7,14.7,0,2.7,1.3,2.7,2.7,24,NA
508,Emoni Bates,21,CLE,SF,7,0,27,2.7,18.7,0.143,2.7,14.7,0.182,0,4,0,0.214,0,0,NA,0,0,0,5.3,1.3,0,0,2.7,8,NA
509,Jalen Bridges,23,PHO,SF,5,0,25,1.4,5.8,0.25,1.4,5.8,0.25,0,0,NA,0.375,1.4,2.9,0.5,0,4.3,4.3,0,0,0,5.8,0,5.8,NA
510,Isaiah Crawford,23,SAC,SF,6,0,24,4.5,9,0.5,0,3,0,4.5,6,0.75,0.5,1.5,3,0.5,0,10.5,10.5,0,1.5,1.5,0,1.5,10.5,NA
511,Bryce McGowens,22,POR,SG,9,0,22,6.5,11.5,0.571,0,3.3,0,6.5,8.2,0.8,0.571,8.2,9.8,0.833,1.6,0,1.6,1.6,1.6,0,4.9,3.3,21.3,NA
512,Malevy Leons,25,OKC,SF,6,0,21,0,3.4,0,0,1.7,0,0,1.7,0,0,3.4,6.9,0.5,1.7,3.4,5.1,1.7,0,0,1.7,6.9,3.4,NA
513,Adama Sanogo,22,CHI,C,4,0,21,6.9,12,0.571,0,0,NA,6.9,12,0.571,0.571,0,0,NA,8.6,1.7,10.3,1.7,0,0,1.7,1.7,13.7,NA
514,Lamar Stevens,27,MEM,PF,3,0,20,5.4,16.2,0.333,0,3.6,0,5.4,12.6,0.429,0.333,3.6,3.6,1,1.8,7.2,9,0,1.8,0,1.8,1.8,14.4,NA
515,Taze Moore,26,POR,SG,2,0,20,3.6,18,0.2,1.8,7.2,0.25,1.8,10.8,0.167,0.25,1.8,3.6,0.5,7.2,7.2,14.4,1.8,3.6,0,3.6,0,10.8,NA
516,N'Faly Dante,23,HOU,C,1,0,19,7.6,11.4,0.667,0,0,NA,7.6,11.4,0.667,0.667,3.8,5.7,0.667,7.6,9.5,17.1,1.9,0,3.8,1.9,7.6,18.9,NA
517,Justin Minaya,25,POR,SF,6,0,18,0,2,0,0,0,NA,0,2,0,0,0,0,NA,4,2,6,4,2,0,0,6,0,NA
518,David Duke Jr.,25,SAS,SG,4,0,18,4,14,0.286,0,2,0,4,12,0.333,0.286,2,4,0.5,0,6,6,6,0,0,2,2,10,NA
519,Bobi Klintman,21,DET,SF,6,0,17,0,4.2,0,0,2.1,0,0,2.1,0,0,0,0,NA,0,8.5,8.5,2.1,0,2.1,2.1,4.2,0,NA
520,Lester Quiñones,24,PHI,SG,4,0,17,8.5,16.9,0.5,0,6.4,0,8.5,10.6,0.8,0.5,2.1,2.1,1,6.4,2.1,8.5,2.1,0,0,8.5,0,19.1,NA
521,Yuri Collins,23,GSW,PG,2,0,16,2.3,6.8,0.333,0,0,NA,2.3,6.8,0.333,0.333,0,0,NA,4.5,2.3,6.8,9,4.5,0,0,11.3,4.5,NA
522,Trentyn Flowers,19,LAC,SF,2,0,16,9,20.3,0.444,0,4.5,0,9,15.8,0.571,0.444,2.3,2.3,1,2.3,6.8,9,0,0,0,2.3,6.8,20.3,NA
523,Alex Reese,25,2TM,PF,3,0,16,6.8,13.5,0.5,2.3,6.8,0.333,4.5,6.8,0.667,0.583,2.3,2.3,1,9,0,9,2.3,0,4.5,0,0,18,NA
523,Alex Reese,25,OKC,PF,1,0,2,18,18,1,0,0,NA,18,18,1,1,0,0,NA,18,0,18,0,0,0,0,0,36,NA
523,Alex Reese,25,PHI,PF,2,0,14,5.1,12.9,0.4,2.6,7.7,0.333,2.6,5.1,0.5,0.5,2.6,2.6,1,7.7,0,7.7,2.6,0,5.1,0,0,15.4,NA
524,Tristen Newton,23,2TM,SG,8,0,16,2.3,18,0.125,0,6.8,0,2.3,11.3,0.2,0.125,2.3,2.3,1,4.5,4.5,9,4.5,2.3,0,4.5,9,6.8,NA
524,Tristen Newton,23,IND,SG,5,0,8,4.5,27,0.167,0,13.5,0,4.5,13.5,0.333,0.167,4.5,4.5,1,0,0,0,4.5,0,0,4.5,9,13.5,NA
524,Tristen Newton,23,MIN,SG,3,0,8,0,9,0,0,0,NA,0,9,0,0,0,0,NA,9,9,18,4.5,4.5,0,4.5,9,0,NA
525,RayJ Dennis,23,IND,PG,7,0,15,2.4,12,0.2,2.4,9.6,0.25,0,2.4,0,0.3,4.8,4.8,1,2.4,7.2,9.6,4.8,4.8,0,7.2,7.2,12,NA
526,Nae'Qwan Tomlin,24,CLE,PF,3,0,14,10.3,20.6,0.5,0,5.1,0,10.3,15.4,0.667,0.5,5.1,7.7,0.667,2.6,12.9,15.4,0,0,0,2.6,5.1,25.7,NA
527,Jalen Hood-Schifino,21,LAL,SG,2,0,14,2.6,2.6,1,0,0,NA,2.6,2.6,1,1,5.1,5.1,1,2.6,0,2.6,2.6,0,2.6,2.6,7.7,10.3,NA
528,Daishen Nix,22,MIN,PG,3,0,13,0,2.8,0,0,2.8,0,0,0,NA,0,2.8,5.5,0.5,0,11.1,11.1,8.3,0,0,11.1,2.8,2.8,NA
529,Cole Swider,25,DET,SF,2,0,13,0,13.8,0,0,13.8,0,0,0,NA,0,0,0,NA,0,5.5,5.5,2.8,0,0,0,2.8,0,NA
530,Harrison Ingram,22,SAS,SF,2,0,11,0,6.5,0,0,3.3,0,0,3.3,0,0,0,0,NA,0,6.5,6.5,0,0,0,0,3.3,0,NA
531,Cui Yongxi,21,BRK,SG,5,0,10,3.6,25.2,0.143,0,10.8,0,3.6,14.4,0.25,0.143,3.6,7.2,0.5,0,7.2,7.2,0,0,0,0,0,10.8,NA
532,Daniss Jenkins,23,DET,PG,5,0,10,0,14.4,0,0,14.4,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,3.6,7.2,0,NA
533,Keion Brooks Jr.,24,NOP,SF,2,0,10,3.6,7.2,0.5,0,3.6,0,3.6,3.6,1,0.5,7.2,14.4,0.5,3.6,7.2,10.8,3.6,0,0,0,3.6,14.4,NA
534,Malachi Flynn,26,CHO,PG,2,0,10,3.6,3.6,1,0,0,NA,3.6,3.6,1,1,0,0,NA,0,0,0,7.2,0,0,7.2,0,7.2,NA
535,Quincy Olivari,23,LAL,PG,2,0,10,3.6,18,0.2,3.6,18,0.2,0,0,NA,0.3,0,0,NA,0,0,0,3.6,0,0,3.6,0,10.8,NA
536,Jalen McDaniels,27,WAS,SF,4,0,7,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,5.1,5.1,0,0,0,0,NA
537,Riley Minix,24,SAS,SF,1,0,7,0,5.1,0,0,5.1,0,0,0,NA,0,0,0,NA,0,10.3,10.3,0,0,0,0,0,0,NA
538,Jaylen Martin,21,2TM,SF,4,0,7,5.1,20.6,0.25,5.1,5.1,1,0,15.4,0,0.375,0,0,NA,5.1,5.1,10.3,0,0,0,0,5.1,15.4,NA
538,Jaylen Martin,21,BRK,SF,3,0,5,7.2,14.4,0.5,7.2,7.2,1,0,7.2,0,0.75,0,0,NA,0,0,0,0,0,0,0,7.2,21.6,NA
538,Jaylen Martin,21,WAS,SF,1,0,2,0,36,0,0,0,NA,0,36,0,0,0,0,NA,18,18,36,0,0,0,0,0,0,NA
539,Jesse Edwards,24,MIN,C,2,0,5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,7.2,0,0,0,14.4,0,NA
540,Jamaree Bouyea,25,MIL,PG,1,0,5,7.2,7.2,1,0,0,NA,7.2,7.2,1,1,0,0,NA,0,0,0,7.2,7.2,0,7.2,0,14.4,NA
541,Mac McClung,26,ORL,SG,1,0,5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,7.2,7.2,14.4,0,0,0,0,0,NA
542,James Wiseman,23,IND,C,1,0,5,14.4,28.8,0.5,0,7.2,0,14.4,21.6,0.667,0.5,14.4,14.4,1,0,7.2,7.2,0,0,0,0,0,43.2,NA
543,Skal Labissière,28,SAC,PF,2,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,9,0,9,9,0,0,0,9,0,NA
544,Miles Norris,24,BOS,PF,1,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,18,18,0,0,0,0,0,0,NA
545,Alondes Williams,25,DET,SG,1,0,4,18,18,1,9,9,1,9,9,1,1.25,0,0,NA,0,0,0,9,0,0,0,0,45,NA
546,Zyon Pullin,23,MEM,SG,3,0,3,0,12,0,0,0,NA,0,12,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
547,Jahlil Okafor,29,IND,C,1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,12,12,12,0,0,0,0,0,NA
548,Tony Bradley,27,IND,C,2,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,18,18,0,0,0,0,0,0,NA
549,Emanuel Miller,24,CHI,PF,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
550,Chuma Okeke,26,PHI,PF,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,18,18,0,0,0,0,0,0,NA
551,Jahmir Young,24,CHI,PG,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,18,18,18,0,0,0,0,0,NA
NA,League Average,NA,,,NA,NA,NA,NA,NA,0.466,NA,NA,0.358,NA,NA,0.544,0.541,NA,NA,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
